time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2014-04-08T15:24:13.000Z,60.5392,-142.73,3.7,2.7,ml,,,,0.7,ak,ak11219767,2014-04-08T15:36:26.212Z,"55km NNW of Cape Yakataga, Alaska",earthquake
2014-04-08T15:20:19.000Z,61.4638,-151.3704,35.5,2.1,ml,,,,2.74,ak,ak11219764,2014-04-08T15:35:50.198Z,"75km W of Big Lake, Alaska",earthquake
2014-04-08T15:19:19.500Z,33.2787,-116.828,8.2,1,Ml,20,97.2,0.08084838,0.12,ci,ci15487233,2014-04-08T15:22:10.341Z,"18km S of Aguanga, California",earthquake
2014-04-08T15:07:55.300Z,46.4252,-122.2063,14.4,0,Md,,176.4,0.03593261,0.15,uw,uw60738541,2014-04-08T16:07:42.660Z,"15km SSE of Morton, Washington",earthquake
2014-04-08T15:02:08.060Z,36.2677,141.8763,28.09,4.9,mb,,117,2.971,0.75,us,usc000pax5,2014-04-08T16:55:24.674Z,"111km ENE of Hasaki, Japan",earthquake
2014-04-08T14:41:40.700Z,-4.3245,150.3145,462.21,4.6,mb,,24,1.849,0.74,us,usc000pawa,2014-04-08T16:29:58.000Z,"136km N of Kimbe, Papua New Guinea",earthquake
2014-04-08T14:25:21.600Z,33.4803,-116.5507,29.5,1.5,Ml,11,118.8,0.04491576,0.45,ci,ci15487217,2014-04-08T14:28:15.081Z,"14km SE of Anza, California",earthquake
2014-04-08T14:12:09.000Z,61.9614,-150.5252,18.4,1.7,ml,,,,0.72,ak,ak11219758,2014-04-08T14:24:46.465Z,"35km NW of Willow, Alaska",earthquake
2014-04-08T14:07:25.500Z,37.5668,-119.5523,13.1,1.3,Md,,126,0.21559567,0.31,nc,nc72195905,2014-04-08T20:13:05.075Z,"19km S of Yosemite Valley, California",earthquake
2014-04-08T13:58:18.000Z,63.5356,-146.9666,33.3,0.8,ml,,,,0.94,ak,ak11219756,2014-04-08T18:42:23.404Z,"82km SW of Delta Junction, Alaska",earthquake
2014-04-08T13:40:33.400Z,38.7872,-122.8862,4.5,0.5,Md,,234,0.02694946,0.02,nc,nc72195870,2014-04-08T16:14:03.503Z,"11km E of Cloverdale, California",earthquake
2014-04-08T13:21:40.300Z,19.3832,-155.2722,2.4,2.6,Ml,,46.8,0.00898315,0.2,hv,hv60669466,2014-04-08T19:23:12.000Z,"6km SW of Volcano, Hawaii",earthquake
2014-04-08T13:19:45.870Z,-34.3951,-72.5222,21.29,4.6,mb,,146,0.783,0.72,us,usc000pavy,2014-04-08T16:08:24.000Z,"104km N of Constitucion, Chile",earthquake
2014-04-08T13:12:53.200Z,38.8125,-122.8238,2.5,0.6,Md,,115.2,0.00898315,0.02,nc,nc72195860,2014-04-08T15:35:09.336Z,"7km NW of The Geysers, California",earthquake
2014-04-08T13:06:40.300Z,33.1553,-116.4612,14.7,1.6,Ml,44,50.4,0.11678099,0.26,ci,ci15487201,2014-04-08T13:09:04.730Z,"13km SW of Borrego Springs, California",earthquake
2014-04-08T13:05:17.200Z,34.0245,-116.7388,13.9,1.6,Ml,41,100.8,0.05389892,0.16,ci,ci15487193,2014-04-08T13:08:09.708Z,"12km NNE of Cabazon, California",earthquake
2014-04-08T13:00:01.000Z,61.8089,-149.3201,17.5,1,ml,,,,0.85,ak,ak11219706,2014-04-08T13:16:06.804Z,"8km NNW of Fishhook, Alaska",earthquake
2014-04-08T12:46:58.100Z,34.0085,-116.8603,18,1.9,Ml,64,68.4,0.05389892,0.18,ci,ci15487185,2014-04-08T13:42:07.405Z,"9km N of Banning, California",earthquake
2014-04-08T12:41:21.340Z,47.0536,152.8519,79.63,4.5,mb,,109,6.814,0.6,us,usc000parr,2014-04-08T20:43:50.434Z,"Kuril Islands",earthquake
2014-04-08T12:38:47.000Z,62.7147,-149.7228,77.8,1.9,ml,,,,0.66,ak,ak11219666,2014-04-08T12:52:33.794Z,"47km NNE of Talkeetna, Alaska",earthquake
2014-04-08T12:35:14.500Z,38.8178,-122.823,3.7,0.5,Md,,82.8,0.00898315,0.02,nc,nc72195855,2014-04-08T13:03:07.893Z,"7km NW of The Geysers, California",earthquake
2014-04-08T12:32:21.900Z,44.7415,-110.761,8.3,2.4,Ml,,82.8,0.04491576,0.13,uu,uu60063952,2014-04-08T18:21:07.318Z,"28km ENE of West Yellowstone, Montana",earthquake
2014-04-08T12:27:40.800Z,38.803,-122.8262,4.5,0.6,Md,,172.8,0.01796631,0.05,nc,nc72195850,2014-04-08T15:08:06.459Z,"6km WNW of The Geysers, California",earthquake
2014-04-08T12:27:34.400Z,37.6762,-113.3022,5.8,2.1,Ml,,72,0.13474729,0.12,uu,uu60063947,2014-04-08T18:43:47.508Z,"21km W of Cedar City, Utah",earthquake
2014-04-08T12:15:38.502Z,38.7081,-118.5702,8.9505,1.35,ml,11,83.16,0.089,0.1089,nn,nn00443114,2014-04-08T17:06:55.000Z,"20km NNE of Hawthorne, Nevada",earthquake
2014-04-08T12:10:56.600Z,48.8403,-121.9665,14.4,-0.1,Md,,190.8,0.07186522,0.15,uw,uw60738461,2014-04-08T16:05:41.435Z,"17km SE of Peaceful Valley, Washington",earthquake
2014-04-08T12:07:38.070Z,38.7073,-118.5666,9.1973,1.24,ml,12,101.3,0.087,0.0998,nn,nn00443113,2014-04-08T16:44:15.000Z,"20km NNE of Hawthorne, Nevada",earthquake
2014-04-08T12:07:35.000Z,67.5243,-142.6714,13,2.2,ml,,,,0.37,ak,ak11219663,2014-04-08T12:20:33.230Z,"121km W of Old Crow, Canada",earthquake
2014-04-08T12:02:31.000Z,62.9194,-150.1156,22.7,1.7,ml,,,,1.17,ak,ak11219656,2014-04-08T12:12:36.181Z,"66km N of Talkeetna, Alaska",earthquake
2014-04-08T11:56:39.400Z,35.2587,-118.5843,7.1,1.4,Ml,13,86.4,0.08983153,0.07,ci,ci15487177,2014-04-08T11:59:01.933Z,"11km NNE of Bear Valley Springs, California",earthquake
2014-04-08T11:51:13.800Z,37.6348,-119.0202,4.1,0.1,Md,,43.2,0,0.05,nc,nc72195840,2014-04-08T19:31:05.390Z,"4km WSW of Mammoth Lakes, California",earthquake
2014-04-08T11:22:36.100Z,38.8148,-122.8215,3.7,1.1,Md,,75.6,0.00898315,0.02,nc,nc72195825,2014-04-08T13:56:03.643Z,"7km NW of The Geysers, California",earthquake
2014-04-08T11:18:07.930Z,-5.4248,153.1292,41.45,4.5,mb,,74,1.558,0.98,us,usc000pap0,2014-04-08T19:20:49.536Z,"106km S of Taron, Papua New Guinea",earthquake
2014-04-08T11:13:53.000Z,66.0863,-151.3072,16.6,2.3,ml,,,,1.01,ak,ak11219617,2014-04-08T11:31:30.316Z,"78km SE of New Allakaket, Alaska",earthquake
2014-04-08T11:04:52.700Z,33.9073,-117.933,3.1,1.5,Ml,17,205.2,0.03593261,0.16,ci,ci15487169,2014-04-08T11:07:02.322Z,"2km SSE of La Habra, California",earthquake
2014-04-08T11:04:52.000Z,61.9566,-149.8886,34.8,1.6,ml,,,,0.52,ak,ak11219614,2014-04-08T11:16:38.297Z,"22km S of Y, Alaska",earthquake
2014-04-08T11:02:11.000Z,63.773,-148.5033,66.7,1.6,ml,,,,0.57,ak,ak11219612,2014-04-08T11:16:37.383Z,"24km ESE of Healy, Alaska",earthquake
2014-04-08T10:39:07.074Z,38.3326,-118.5581,10.4917,1.27,ml,14,80.46,0.092,0.0918,nn,nn00443111,2014-04-08T16:30:45.000Z,"22km SSE of Hawthorne, Nevada",earthquake
2014-04-08T10:30:42.690Z,-20.5712,-71.0278,14.57,4.4,mb,,207,0.855,0.56,us,usc000pamb,2014-04-08T18:33:23.167Z,"100km WSW of Iquique, Chile",earthquake
2014-04-08T10:14:32.480Z,-20.4859,-70.9334,7.05,5.7,mwb,,95,0.803,1.2,us,usc000palw,2014-04-08T18:17:00.648Z,"87km WSW of Iquique, Chile",earthquake
2014-04-08T10:12:50.600Z,33.9077,-117.9392,0,1.4,Ml,32,72,0.03593261,0.22,ci,ci15487153,2014-04-08T10:14:59.646Z,"2km SSE of La Habra, California",earthquake
2014-04-08T09:58:29.540Z,38.8081665,-122.8238297,2.75,0.88,md,16,115,0.004237,0.02,nc,nc72195785,2014-04-08T11:01:08.782Z,"6km WNW of The Geysers, California",earthquake
2014-04-08T09:46:26.400Z,46.4312,-119.2822,2.5,0.1,Md,,165.6,0.00898315,0.13,uw,uw60049408,2014-04-08T17:56:03.190Z,"15km NNE of West Richland, Washington",earthquake
2014-04-08T09:44:29.000Z,59.9991,-149.0409,8.8,1.9,ml,,,,0.86,ak,ak11219569,2014-04-08T09:57:26.495Z,"25km ESE of Seward, Alaska",earthquake
2014-04-08T09:23:22.600Z,47.5828,-122.7448,22.2,0.9,Md,,158.4,0.04491576,0.13,uw,uw60738446,2014-04-08T15:59:54.782Z,"3km WSW of Erlands Point-Kitsap Lake, Washington",earthquake
2014-04-08T09:23:13.400Z,33.9122,-117.9427,3.9,1.1,Ml,12,234,0.03593261,0.07,ci,ci15487145,2014-04-08T09:25:43.598Z,"2km S of La Habra, California",earthquake
2014-04-08T09:18:42.000Z,60.2722,-141.4948,30.2,1.5,ml,,,,0.78,ak,ak11219540,2014-04-08T09:32:52.978Z,"56km ENE of Cape Yakataga, Alaska",earthquake
2014-04-08T09:09:58.400Z,19.59,-65.3007,77,3.3,Md,9,291.6,1.27381107,0.18,pr,pr14098000,2014-04-08T17:12:36.209Z,"140km NNE of Vieques, Puerto Rico",earthquake
2014-04-08T09:08:17.680Z,17.8723,-94.9159,58.3,4.5,mb,,125,3.092,1.07,us,usc000pajg,2014-04-08T17:12:15.436Z,"3km E of Sayula de Aleman, Mexico",earthquake
2014-04-08T08:57:05.200Z,44.7468,-110.7727,7.3,1.6,Ml,,154.8,0.05389892,0.12,uu,uu60063927,2014-04-08T18:09:47.216Z,"27km ENE of West Yellowstone, Montana",earthquake
2014-04-08T08:29:47.200Z,33.4535,-116.4588,14.7,1.1,Ml,34,111.6,0.07186522,0.21,ci,ci15487129,2014-04-08T08:31:55.728Z,"22km ESE of Anza, California",earthquake
2014-04-08T08:22:35.000Z,63.5727,-150.8336,9.9,1.8,ml,,,,0.75,ak,ak11219510,2014-04-08T08:36:17.987Z,"95km WNW of Cantwell, Alaska",earthquake
2014-04-08T08:13:49.000Z,60.9918,-151.3861,50.4,1.9,ml,,,,0.56,ak,ak11219507,2014-04-08T08:28:44.926Z,"34km N of Nikiski, Alaska",earthquake
2014-04-08T07:55:22.470Z,-20.5993,-70.7804,15.08,4.5,mb,,143,0.627,0.63,us,usc000pagi,2014-04-08T15:58:00.984Z,"78km WSW of Iquique, Chile",earthquake
2014-04-08T07:50:59.600Z,37.9967,-122.2102,8.5,1.8,Md,,79.2,0.00898315,0.12,nc,nc72195765,2014-04-08T09:40:09.993Z,"6km SE of Rodeo, California",earthquake
2014-04-08T07:46:47.600Z,38.8348,-122.8022,2.8,1,Md,,54,0.00898315,0.02,nc,nc72195760,2014-04-08T09:10:11.697Z,"7km WNW of Cobb, California",earthquake
2014-04-08T07:28:02.300Z,38.7973,-122.756,4.2,1,Md,,61.2,0.01796631,0.03,nc,nc72195755,2014-04-08T08:43:08.742Z,"2km N of The Geysers, California",earthquake
2014-04-08T06:55:05.000Z,36.5596,-89.6108,6,1.7,md,15,50.3999959680003,0.05389892,0.07,nm,nm040814a,2014-04-08T12:55:36.791Z,"3km S of Lilbourn, Missouri",earthquake
2014-04-08T06:49:10.000Z,60.3998,-149.017,24.7,1.8,ml,,,,0.36,ak,ak11219485,2014-04-08T07:03:05.872Z,"33km NE of Bear Creek, Alaska",earthquake
2014-04-08T06:25:42.600Z,33.1987,-116.0327,9,1.3,Ml,31,136.8,0.31441035,0.28,ci,ci15487105,2014-04-08T06:28:32.780Z,"13km SSW of Salton City, California",earthquake
2014-04-08T06:25:40.000Z,60.141,-153.8409,100,2.8,ml,,,,1.87,ak,ak11219475,2014-04-08T14:28:11.195Z,"71km WSW of Redoubt Volcano, Alaska",earthquake
2014-04-08T06:02:28.200Z,34.241,-116.9562,8.1,1.3,Ml,53,46.8,0.03593261,0.15,ci,ci15487097,2014-04-08T06:13:39.460Z,"4km W of Big Bear Lake, California",earthquake
2014-04-08T05:51:23.700Z,33.9187,-117.9455,1.6,1.8,Ml,39,72,0.03593261,0.24,ci,ci15487089,2014-04-08T06:02:30.620Z,"1km S of La Habra, California",earthquake
2014-04-08T05:43:56.690Z,-20.5213,-70.6388,17.1,5.2,mb,,129,0.543,1,us,usc000padb,2014-04-08T15:51:24.000Z,"61km WSW of Iquique, Chile",earthquake
2014-04-08T05:41:59.000Z,63.2894,-148.9938,4.4,1.1,ml,,,,0.43,ak,ak11219456,2014-04-08T05:55:23.440Z,"11km S of Cantwell, Alaska",earthquake
2014-04-08T05:40:47.560Z,-20.5303,-70.683,16.19,5,mb,,140,0.574,0.88,us,usc000pada,2014-04-08T15:54:15.000Z,"65km WSW of Iquique, Chile",earthquake
2014-04-08T05:20:21.760Z,-19.9008,-70.8563,17.32,5,mb,,96,0.753,1.01,us,usc000pacb,2014-04-08T16:09:36.000Z,"82km WNW of Iquique, Chile",earthquake
2014-04-08T05:19:28.000Z,61.0864,-168.7233,23.6,3.7,ml,,,,0.57,ak,ak11219452,2014-04-08T18:36:11.894Z,"149km WSW of Hooper Bay, Alaska",earthquake
2014-04-08T04:59:45.000Z,62.9694,-150.2502,13.1,1.5,ml,,,,0.54,ak,ak11219440,2014-04-08T05:08:18.520Z,"72km N of Talkeetna, Alaska",earthquake
2014-04-08T04:55:04.900Z,33.8872,-118.0138,0.5,1.4,Ml,14,241.2,0.09881468,0.18,ci,ci15487065,2014-04-08T04:57:29.537Z,"2km NNW of Buena Park, California",earthquake
2014-04-08T04:54:05.600Z,37.6478,-118.7865,10.5,0.6,Md,,201.6,0.03593261,0.04,nc,nc72195735,2014-04-08T16:51:07.662Z,"16km E of Mammoth Lakes, California",earthquake
2014-04-08T04:29:46.000Z,62.6421,-150.1447,54.7,1.3,ml,,,,0.36,ak,ak11219439,2014-04-08T04:41:53.847Z,"35km N of Talkeetna, Alaska",earthquake
2014-04-08T04:25:10.000Z,60.98,-147.7861,23.5,1.7,ml,,,,1.38,ak,ak11219437,2014-04-08T04:41:52.898Z,"53km ENE of Whittier, Alaska",earthquake
2014-04-08T04:18:51.100Z,38.8432,-122.8028,2.3,0.4,Md,,108,0.00898315,0.01,nc,nc72195715,2014-04-08T04:35:02.251Z,"7km WNW of Cobb, California",earthquake
2014-04-08T04:16:55.751Z,39.2369,-120.0823,8.9318,0.91,ml,16,85.76,0.066,0.1139,nn,nn00443101,2014-04-08T06:47:24.000Z,"2km W of Tahoe Vista, California",earthquake
2014-04-08T04:11:57.000Z,61.9611,-149.8023,35.1,1.5,ml,,,,0.35,ak,ak11219433,2014-04-08T04:25:56.825Z,"22km S of Y, Alaska",earthquake
2014-04-08T03:54:45.500Z,33.469,-116.4993,14.2,2,Ml,63,93.6,0.08084838,0.21,ci,ci15487033,2014-04-08T11:16:51.360Z,"18km ESE of Anza, California",earthquake
2014-04-08T03:47:03.842Z,38.3459,-119.296,9.5791,1.03,ml,7,226.52,0.194,0.1073,nn,nn00443100,2014-04-08T17:30:41.000Z,"11km NNW of Bridgeport, California",earthquake
2014-04-08T03:31:32.000Z,60.7897,-151.0182,45.3,1.2,ml,,,,0.96,ak,ak11219422,2014-04-08T03:41:05.790Z,"18km NE of Nikiski, Alaska",earthquake
2014-04-08T03:29:19.600Z,19.5017,-155.6882,9.8,1,Md,,111.6,0.01796631,0.08,hv,hv60669321,2014-04-08T20:38:07.296Z,"19km ENE of Honaunau-Napoopoo, Hawaii",earthquake
2014-04-08T03:23:42.000Z,60.2018,-147.59,0.1,2.2,ml,,,,3.65,ak,ak11219420,2014-04-08T03:41:04.896Z,"87km SE of Whittier, Alaska",earthquake
2014-04-08T03:02:28.400Z,41.3218,-111.6848,12.2,0.7,Md,,90,0.18864621,0.08,uu,uu60063922,2014-04-08T18:25:17.359Z,"11km E of Wolf Creek, Utah",earthquake
2014-04-08T02:57:35.000Z,63.145,-152.1,0,1.6,ml,,,,0.56,ak,ak11219417,2014-04-08T03:13:12.993Z,"136km NW of Talkeetna, Alaska",earthquake
2014-04-08T02:34:25.000Z,38.8218,-122.8482,2.2,0.4,Md,,104.4,0.00898315,0.01,nc,nc72195705,2014-04-08T03:16:03.493Z,"9km WNW of The Geysers, California",earthquake
2014-04-08T02:33:51.000Z,46.412,-119.2715,0,0.5,Md,,165.6,0.01796631,0.19,uw,uw60738396,2014-04-08T16:29:35.963Z,"13km NNE of West Richland, Washington",earthquake
2014-04-08T02:21:47.000Z,59.4817,-152.2562,19.6,1.6,ml,,,,0.6,ak,ak11219415,2014-04-08T02:35:35.799Z,"40km SW of Anchor Point, Alaska",earthquake
2014-04-08T02:07:04.800Z,35.9338,-120.488,4.6,1.3,Md,,97.2,0.02694946,0.05,nc,nc72195690,2014-04-08T02:31:03.518Z,"25km SSW of Coalinga, California",earthquake
2014-04-08T02:04:28.940Z,36.2405014,-120.8059998,7.78,2.38,md,48,87,0.02484,0.09,nc,nc72195675,2014-04-08T08:16:05.839Z,"28km E of King City, California",earthquake
2014-04-08T02:02:32.600Z,39.4112,-122.229,2.6,1.6,Md,,111.6,0.09881468,0.35,nc,nc72195670,2014-04-08T02:18:07.166Z,"12km SSW of Willows, California",earthquake
2014-04-08T01:59:13.900Z,31.8757,-116.1985,13.1,3.2,Ml,16,212.4,0.25152828,0.35,ci,ci15486985,2014-04-08T08:28:43.343Z,"39km E of Ensenada, Mexico",earthquake
2014-04-08T01:53:08.900Z,-20.3699,-69.9106,52.45,4,mwr,,139,0.502,0.7,us,usc000pa7q,2014-04-08T20:30:54.000Z,"29km SE of Iquique, Chile",earthquake
2014-04-08T01:52:13.900Z,46.2863,-122.2222,4.1,-0.3,Md,,118.8,0.00898315,0.14,uw,uw60738381,2014-04-08T16:25:49.514Z,"30km S of Morton, Washington",earthquake
2014-04-08T01:50:28.080Z,37.6388321,-118.7916641,10.26,1.45,md,26,91,0.03511,0.04,nc,nc72195650,2014-04-08T02:04:05.625Z,"15km E of Mammoth Lakes, California",earthquake
2014-04-08T01:49:30.300Z,19.3943,-155.2525,2.4,2.3,Ml,,68.4,0.00898315,0.08,hv,hv60669276,2014-04-08T20:09:38.197Z,"4km SSW of Volcano, Hawaii",earthquake
2014-04-08T01:49:19.500Z,19.3932,-155.2522,2.5,0.7,Md,,68.4,0.01796631,0.06,hv,hv60669271,2014-04-08T02:35:53.618Z,"4km SSW of Volcano, Hawaii",earthquake
2014-04-08T01:12:35.400Z,33.075,-116.4828,10.6,1.3,Ml,37,104.4,0.09881468,0.2,ci,ci15486961,2014-04-08T01:15:08.270Z,"11km E of Julian, California",earthquake
2014-04-08T01:03:02.470Z,-19.7769,-70.5631,26.75,4.6,mb,,187,0.451,0.72,us,usc000pa64,2014-04-08T16:12:06.000Z,"65km NW of Iquique, Chile",earthquake
2014-04-08T00:56:05.000Z,37.554,-118.8238,8.1,0.4,Md,,154.8,0.03593261,0.02,nc,nc72195635,2014-04-08T16:24:04.620Z,"16km SE of Mammoth Lakes, California",earthquake
2014-04-08T00:47:21.700Z,45.3253,-121.6843,6,0.1,Md,,151.2,0.01796631,0.03,uw,uw60049308,2014-04-08T16:23:09.227Z,"23km E of Mount Hood Village, Oregon",earthquake
2014-04-08T00:46:43.700Z,45.3362,-121.6847,6.5,0.2,Md,,118.8,0.01796631,0.08,uw,uw60738356,2014-04-08T16:21:04.012Z,"23km E of Mount Hood Village, Oregon",earthquake
2014-04-08T00:33:10.200Z,38.8167,-122.796,3.2,1,Md,,61.2,0.00898315,0.02,nc,nc72195595,2014-04-08T00:35:38.981Z,"5km NW of The Geysers, California",earthquake
2014-04-08T00:27:53.900Z,38.8073,-122.7732,2.5,0.5,Md,,104.4,0.00898315,0.01,nc,nc72195580,2014-04-08T00:30:17.294Z,"3km NNW of The Geysers, California",earthquake
2014-04-08T00:24:20.210Z,38.8071671,-122.7695007,2.03,1.67,md,29,67,0.01065,0.05,nc,nc72195575,2014-04-08T00:26:42.360Z,"3km NNW of The Geysers, California",earthquake
2014-04-08T00:15:41.000Z,60.0461,-141.3363,10,1.6,ml,,,,1.24,ak,ak11219399,2014-04-08T00:30:53.732Z,"61km E of Cape Yakataga, Alaska",earthquake
2014-04-08T00:00:19.000Z,62.3955,-149.4,35.5,1.5,ml,,,,0.39,ak,ak11219397,2014-04-08T00:12:41.694Z,"35km NE of Y, Alaska",earthquake
2014-04-07T23:55:01.000Z,60.0165,-141.5431,17.1,1.7,ml,,,,0.2,ak,ak11219391,2014-04-08T00:12:40.754Z,"49km E of Cape Yakataga, Alaska",earthquake
2014-04-07T23:44:30.000Z,62.906,-148.7119,9.4,0.9,ml,,,,0.62,ak,ak11219389,2014-04-07T23:54:14.365Z,"55km SSE of Cantwell, Alaska",earthquake
2014-04-07T23:33:51.500Z,37.6398,-118.7913,10.8,1.1,Md,,147.6,0.03593261,0.02,nc,nc72195540,2014-04-08T00:16:04.380Z,"15km E of Mammoth Lakes, California",earthquake
2014-04-07T23:33:24.100Z,33.3403,-116.2205,10.1,1.2,Ml,26,140.4,0.17966306,0.18,ci,ci15486945,2014-04-07T23:36:07.661Z,"17km SW of Oasis, California",earthquake
2014-04-07T23:19:55.000Z,63.2983,-150.9516,0.9,1.5,ml,,,,0.39,ak,ak11219295,2014-04-07T23:31:32.787Z,"100km W of Cantwell, Alaska",earthquake
